,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
671,671,537,674,5,7494,26138,649,romance,141228,79,446611085,9780000000000.0,James Patterson,2001.0,Suzanne's Diary for Nicholas,Suzanne's Diary for Nicholas,eng,4.16,121398,124164,4255,2106,5364,21005,38213,57476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
673,673,25201,676,4,15731779,26138,113,romance,21411971,76,425263924,9780000000000.0,Sylvia Day,2013.0,Entwined with You,"Entwined with You (Crossfire, #3)",eng,4.19,141641,157731,9728,2275,6942,25570,47336,75608,https://images.gr-assets.com/books/1362526983m/15731779.jpg
676,676,1076,679,5,475339,1691,20,action,2666907,74,590133373,9780000000000.0,Ludwig Bemelmans,1939.0,Mad About Madeline,Madeline,en-GB,4.22,156726,158318,1407,2361,5708,26834,43736,79679,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
680,680,447,683,5,3463,26138,1212,romance,1498124,105,446696137,9780000000000.0,Nicholas Sparks,2001.0,A Bend in the Road,A Bend in the Road,eng,4.02,116800,123173,3392,1452,5660,27409,42912,45740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
683,683,229,686,2,3466,26138,1437,romance,1208014,85,446615862,9780000000000.0,Nicholas Sparks,2003.0,The Wedding,"The Wedding (The Notebook, #2)",en-US,3.98,118045,124358,5443,2102,7587,28194,39312,47163,https://images.gr-assets.com/books/1385738787m/3466.jpg
689,689,3067,692,3,1472878,26138,166,romance,1463850,61,312364083,9780000000000.0,Kristin Hannah,2008.0,Firefly Lane,"Firefly Lane (Firefly Lane, #1)",en-US,4.04,121966,131124,11137,2074,6448,25649,46852,50101,https://images.gr-assets.com/books/1362435448m/1472878.jpg
691,691,5295,694,3,2120652,26138,381,romance,1470370,47,312348673,9780000000000.0,Emily Giffin,2008.0,Love the One You're With,Love the One You're With,en-US,3.7,124812,129614,4743,3289,10895,39052,44476,31902,https://images.gr-assets.com/books/1361466590m/2120652.jpg
695,695,6066,698,5,13539044,26138,683,romance,2915346,75,374533571,9780000000000.0,Matthew Quick,2008.0,The Silver Linings Playbook,The Silver Linings Playbook,en-US,4.0,110939,129408,11059,1493,5495,25882,54594,41944,https://images.gr-assets.com/books/1358277412m/13539044.jpg
703,703,70,706,2,54479,1691,1090,action,4537271,1903,014044906X,9780000000000.0,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872.0,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,eng,3.9,117108,141132,4341,1273,6693,36897,55603,40666,https://images.gr-assets.com/books/1308815551m/54479.jpg
705,705,124,708,3,1430,26138,248,romance,1950213,194,60589280,9780000000000.0,"Paulo Coelho, Margaret Jull Costa",2003.0,Onze minutos,Eleven Minutes,eng,3.69,102206,116141,5444,4444,11306,31202,38487,30702,https://images.gr-assets.com/books/1358266987m/1430.jpg
710,710,16873,713,4,13414446,26138,436,romance,18712554,61,399256768,9780000000000.0,Marie Lu,2013.0,Prodigy,"Prodigy (Legend, #2)",eng,4.29,149702,160193,12663,1213,3659,21004,56370,77947,https://images.gr-assets.com/books/1336254717m/13414446.jpg
713,713,947,716,5,531350,26138,1298,romance,2416287,101,446579920,9780000000000.0,Nicholas Sparks,2007.0,The Choice,The Choice,en-US,3.99,93479,128525,6808,2160,7288,28349,42867,47861,https://images.gr-assets.com/books/1385739133m/531350.jpg
720,720,364,723,5,33600,1691,187,action,3174890,101,192076920X,9780000000000.0,Gregory David Roberts,2003.0,Shantaram,Shantaram,eng,4.26,95213,111838,10295,2188,4308,13378,34106,57858,https://images.gr-assets.com/books/1333482282m/33600.jpg
744,744,379,747,4,518848,1691,350,action,3312237,99,64471837,9780000000000.0,Garth Nix,1995.0,Sabriel,"Sabriel (Abhorsen,  #1)",en-US,4.17,137047,146144,5652,2911,5797,22367,47814,67255,https://images.gr-assets.com/books/1293655399m/518848.jpg
749,749,8120,752,5,17167166,26138,1424,romance,21581860,55,1619630621,9780000000000.0,Sarah J. Maas,2013.0,Crown of Midnight,"Crown of Midnight (Throne of Glass, #2)",en-CA,4.49,160485,184381,19450,1092,2478,14391,52781,113639,https://images.gr-assets.com/books/1391580481m/17167166.jpg
753,753,9406,756,4,6644117,26138,1299,romance,6838626,58,373210086,9780000000000.0,Julie Kagawa,2010.0,"The Iron King (The Iron Fey, #1) ","The Iron King (The Iron Fey, #1)",eng,3.92,158063,163118,10506,5814,11383,34292,50281,61348,https://images.gr-assets.com/books/1327877670m/6644117.jpg
758,758,7403,761,4,6063187,26138,666,romance,6239469,74,385342020,9780000000000.0,Sophie Kinsella,2009.0,Twenties Girl,Twenties Girl,eng,3.82,119105,126192,6023,3479,9323,32120,42968,38302,https://images.gr-assets.com/books/1320544759m/6063187.jpg
774,774,237,777,2,227941,26138,127,romance,3341834,40,767905180,9780000000000.0,Jane Green,2001.0,Jemima J,Jemima J,en-US,3.62,101436,103849,2448,8909,9304,24965,29819,30852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
807,807,1749,810,3,1087204,26138,285,romance,2192688,17,1591169151,9780000000000.0,Bisco Hatori,2003.0,桜蘭高校ホスト部 1,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng,4.36,113881,114117,949,2338,3593,13572,26298,68316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
809,809,27247,812,5,16070903,26138,1833,romance,21864517,47,,,Abbi Glines,2012.0,"Fallen Too Far (Too Far, #1)","Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng,4.21,138871,143547,7995,3366,6036,19726,42292,72127,https://images.gr-assets.com/books/1349565157m/16070903.jpg
810,810,8035,813,3,18081809,26138,1415,romance,25391048,51,1250049377,9780000000000.0,Rainbow Rowell,2014.0,Landline,Landline,eng,3.55,113805,123422,15782,5386,13087,38025,41984,24940,https://images.gr-assets.com/books/1499378092m/18081809.jpg
818,818,13236,821,4,10766509,26138,1236,romance,15677976,91,446547654,9780000000000.0,Nicholas Sparks,2010.0,The Best of Me,The Best of Me,en-US,3.91,103915,124564,9610,2688,9119,28642,40370,43745,https://images.gr-assets.com/books/1301685366m/10766509.jpg
826,826,73,829,3,3087,26138,681,romance,4574872,557,1420925431,9780000000000.0,E.M. Forster,1908.0,A Room with a View,A Room with a View,eng,3.91,109994,122055,3969,2113,7241,28787,45563,38351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
827,827,4135,830,3,6931356,26138,1450,romance,7162394,53,316084239,9780000000000.0,Kody Keplinger,2010.0,The DUFF: Designated Ugly Fat Friend,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,146547,11130,5089,10817,33459,47351,49831,https://images.gr-assets.com/books/1271108843m/6931356.jpg
828,828,5453,831,3,1295102,26138,1015,romance,1284222,38,067001088X,9780000000000.0,Sarah Dessen,2008.0,Lock and Key,Lock and Key,eng,4.01,120475,127649,4950,1910,6407,27658,43875,47799,https://images.gr-assets.com/books/1479691949m/1295102.jpg
834,834,12912,837,5,13262783,26138,835,romance,18464379,66,307931889,9780000000000.0,David Levithan,2012.0,Every Day,"Every Day (Every Day, #1)",eng,3.99,121863,133960,15539,2994,7882,26109,47403,49572,https://images.gr-assets.com/books/1356993940m/13262783.jpg
850,850,506,853,4,139463,1691,62,action,3264295,49,590452037,9780000000000.0,Jerry Spinelli,1990.0,Maniac Magee,Maniac Magee,eng,3.86,99831,104657,3689,2697,7804,25881,33058,35217,https://images.gr-assets.com/books/1395884800m/139463.jpg
858,858,14142,861,4,15745950,26138,1948,romance,21436019,58,1476712980,9780000000000.0,Jamie McGuire,2013.0,Walking Disaster,"Walking Disaster (Beautiful, #2)",eng,4.23,134022,145114,11348,2597,5841,20243,42657,73776,https://images.gr-assets.com/books/1352338368m/15745950.jpg
873,873,940,876,4,420297,1691,47,action,561754,55,039515023X,9780000000000.0,H.A. Rey,1941.0,Curious George,Curious George,en-CA,4.13,105473,112467,845,2090,5211,21963,29649,53554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
901,901,11322,904,2,10140661,26138,1913,romance,15038778,50,1936305623,9780000000000.0,Sylvain Reynard,2011.0,Gabriel's Inferno,"Gabriel's Inferno (Gabriel's Inferno, #1)",eng,4.02,119633,127883,7192,5445,8481,21252,35901,56804,https://images.gr-assets.com/books/1301789770m/10140661.jpg
903,903,5255,906,3,6643090,26138,451,romance,6837577,65,1400068932,9780000000000.0,Helen Simonson,2010.0,Major Pettigrew's Last Stand,Major Pettigrew's Last Stand,eng,3.87,97745,109311,11386,1652,5870,26114,46749,28926,https://images.gr-assets.com/books/1320539020m/6643090.jpg
904,904,826,907,2,5598113,26138,800,romance,5769464,73,425227510,9780000000000.0,Nora Roberts,2009.0,Vision in White,"Vision in White (Bride Quartet, #1)",eng,4.1,103933,107747,3560,1736,4571,20507,35020,45913,https://images.gr-assets.com/books/1316972164m/5598113.jpg
918,918,30520,921,4,18460392,26138,151,romance,26113532,74,385755880,9780000000000.0,"Jennifer Niven, فرانک معنوی",2015.0,All the Bright Places,All the Bright Places,eng,4.19,132087,146542,21192,2871,6238,21061,45697,70675,https://images.gr-assets.com/books/1404331702m/18460392.jpg
924,924,415,927,5,270730,26138,97,romance,262457,22,689865198,9780000000000.0,Ellen Hopkins,2004.0,"Crank (Crank, #1)","Crank (Crank, #1)",eng,4.16,104168,105823,7239,2207,5055,16890,31143,50528,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
932,932,70,935,2,43035,1691,543,action,2949952,1085,439236193,9780000000000.0,Jack London,1906.0,White Fang,White Fang,eng,3.94,100223,114519,3017,1823,5850,27264,42175,37407,https://images.gr-assets.com/books/1475878443m/43035.jpg
935,935,17819,938,4,16081272,26138,1854,romance,21880254,61,1480095532,9780000000000.0,J.A. Redmerski,2012.0,The Edge of Never,"The Edge of Never (The Edge of Never, #1)",en-US,4.26,117508,127686,10763,2681,4863,16493,35712,67937,https://images.gr-assets.com/books/1358810128m/16081272.jpg
937,937,30200,940,4,18693716,26138,822,romance,25570700,88,525426582,9780000000000.0,Jojo Moyes,2014.0,The One Plus One,One Plus One,eng,3.94,87412,105933,9884,1548,4059,23143,47569,29614,https://images.gr-assets.com/books/1403185695m/18693716.jpg
947,947,43210,950,3,20820994,26138,1010,romance,11409817,71,803734964,9780000000000.0,Jandy Nelson,2014.0,I'll Give You the Sun,I'll Give You the Sun,eng,4.14,140937,153584,16701,7025,7517,20793,40241,78008,https://images.gr-assets.com/books/1496659336m/20820994.jpg
949,949,203,952,4,9420,26138,275,romance,3284660,80,385338708,9780000000000.0,Sophie Kinsella,2007.0,Shopaholic and Baby,"Shopaholic & Baby (Shopaholic, #5)",eng,3.77,98130,103621,2434,2341,7661,29880,34857,28882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
952,952,76,955,2,9418,26138,437,romance,3238753,93,440241812,9780000000000.0,Sophie Kinsella,2001.0,Shopaholic Abroad,"Shopaholic Takes Manhattan (Shopaholic, #2)",en-US,3.75,93498,100718,2785,1635,7071,31036,35898,25078,https://images.gr-assets.com/books/1266449959m/9418.jpg
959,959,19924,962,5,13496084,26138,1539,romance,19038910,30,,,Colleen Hoover,2012.0,Point of Retreat,"Point of Retreat (Slammed, #2)",eng,4.3,109344,124145,8186,1204,3594,16043,39235,64069,https://images.gr-assets.com/books/1330543249m/13496084.jpg
962,962,16189,965,5,13517535,26138,1672,romance,14321512,38,146109111X,9780000000000.0,S.C. Stephens,2009.0,Thoughtless,"Thoughtless (Thoughtless, #1)",eng,4.12,90483,123867,8939,5238,6858,17472,32339,61960,https://images.gr-assets.com/books/1331254339m/13517535.jpg
988,988,4349,991,5,8909152,26138,2306,romance,13785503,44,525951989,9780000000000.0,Rainbow Rowell,2011.0,Attachments,Attachments,eng,3.95,105414,119865,16114,2354,5547,25617,48546,37801,https://images.gr-assets.com/books/1499377988m/8909152.jpg
999,999,29297,1002,5,14290364,26138,749,romance,19931517,57,399256776,9780000000000.0,Marie Lu,2013.0,Champion,"Champion (Legend, #3)",eng,4.37,114623,123289,12759,1056,2778,13981,37322,68152,https://images.gr-assets.com/books/1382652310m/14290364.jpg
1001,1001,9638,1004,4,9961796,26138,2441,romance,7149084,22,525423281,9780000000000.0,Stephanie Perkins,2011.0,Lola and the Boy Next Door,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",en-US,4.0,108370,123929,13224,2731,6370,24753,44016,46059,https://images.gr-assets.com/books/1358271832m/9961796.jpg
1033,1033,16189,1036,5,15842441,26138,1027,romance,16657003,37,1476717486,9780000000000.0,S.C. Stephens,2011.0,Effortless,"Effortless (Thoughtless, #2)",eng,4.37,83085,106314,4350,1581,3034,11691,28189,61819,https://images.gr-assets.com/books/1364805648m/15842441.jpg
1059,1059,40246,1062,5,22918050,26138,280,romance,42484814,63,,,Kiera Cass,2015.0,The Heir,"The Heir (The Selection, #4)",eng,3.85,111044,126852,14043,2882,8973,32084,43021,39892,https://images.gr-assets.com/books/1422993526m/22918050.jpg
1060,1060,76,1063,2,9419,26138,376,romance,2992357,84,440241898,9780000000000.0,Sophie Kinsella,2002.0,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)",eng,3.77,88139,93578,2306,1441,6585,28580,32779,24193,https://images.gr-assets.com/books/1371383294m/9419.jpg
1063,1063,1140,1066,3,5821978,26138,1321,romance,5994018,50,1416968237,9780000000000.0,Jenny Han,2009.0,The Summer I Turned Pretty,"The Summer I Turned Pretty (Summer, #1)",en-US,3.96,104730,110967,8448,2951,7571,23699,33795,42951,https://images.gr-assets.com/books/1361666855m/5821978.jpg
1069,1069,5295,1072,2,7114761,26138,204,romance,10424899,48,312554168,9780000000000.0,Emily Giffin,2010.0,Heart of the Matter,Heart of the Matter,en-US,3.73,83461,87618,4176,2202,7065,25223,30791,22337,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1077,1077,16189,1080,5,12294652,26138,1682,romance,17271423,33,803736991,9780000000000.0,Huntley Fitzpatrick,2012.0,My Life Next Door ,My Life Next Door,eng,4.02,102012,108389,8327,2477,5584,21074,37209,42045,https://images.gr-assets.com/books/1394240144m/12294652.jpg
1101,1101,44212,1104,4,25644601,26138,952,romance,45460946,84,1101946342,9780000000000.0,E.L. James,2015.0,Grey,"Grey (Fifty Shades, #4)",en-GB,3.76,75320,104752,10218,6444,10145,23125,27235,37803,https://images.gr-assets.com/books/1433182986m/25644601.jpg
1107,1107,32185,1110,4,24445517,26138,2059,romance,24878180,41,,,Colleen Hoover,2014.0,Maybe Someday,"Maybe Someday (Maybe, #1)",eng,4.33,81707,121054,14224,1719,3961,14342,33965,67067,https://images.gr-assets.com/books/1421002815m/24445517.jpg
1108,1108,446,1111,3,31101,26138,184,romance,1581343,41,767905202,9780000000000.0,Jane Green,1999.0,Mr Maybe,Mr. Maybe,eng,3.41,78132,79157,877,7879,8357,23883,21770,17268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1111,1111,795,1114,5,156538,26138,990,romance,1016482,434,140620192,9780000000000.0,"Elizabeth Gaskell, Alan Shelston",1854.0,North and South,North and South,eng,4.13,95274,106167,5470,2016,4265,17507,36518,45861,https://images.gr-assets.com/books/1349633381m/156538.jpg
1115,1115,16450,1118,4,9593913,26138,961,romance,14480925,73,62014536,9780000000000.0,Lauren Oliver,2013.0,Requiem,"Requiem (Delirium, #3)",eng,3.74,100593,109040,12202,2496,9699,30219,37521,29105,https://images.gr-assets.com/books/1340992438m/9593913.jpg
1122,1122,9320,1125,2,6969361,26138,208,romance,7208552,21,8129115301,9790000000000.0,Chetan Bhagat,2009.0,Two States,2 States: The Story of My Marriage,eng,3.42,67866,69282,2421,3590,9682,22345,21176,12489,https://images.gr-assets.com/books/1255292027m/6969361.jpg
1123,1123,1749,1126,5,263145,26138,256,romance,255083,25,1421508222,9780000000000.0,"Matsuri Hino, Tomo Kimura",2005.0,ヴァンパイア騎士 1,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",eng,4.1,89733,90130,1192,3142,5748,15602,20167,45471,https://images.gr-assets.com/books/1329232329m/263145.jpg
1127,1127,28942,1130,5,17788401,26138,596,romance,24878172,21,,,Colleen Hoover,2014.0,Ugly Love,Ugly Love,eng,4.3,107583,116301,15257,1759,4146,14108,33398,62890,https://images.gr-assets.com/books/1399179135m/17788401.jpg
1128,1128,32,1131,3,47401,26138,580,romance,2930558,143,014100018X,9780000000000.0,Joanne Harris,1998.0,Chocolat,"Chocolat (Chocolat, #1)",eng,3.95,84770,93092,3437,916,4161,22099,37751,28165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1131,1131,14461,1134,5,13639050,26138,1110,romance,19252471,38,1936305550,9780000000000.0,Sylvain Reynard,2012.0,Gabriel's Rapture,"Gabriel's Rapture (Gabriel's Inferno, #2)",eng,4.22,91213,96953,3449,1868,4020,13830,28161,49074,https://images.gr-assets.com/books/1343962380m/13639050.jpg
1140,1140,26944,1143,4,16102004,26138,1795,romance,21912533,47,1476730105,9780000000000.0,Christina Lauren,2013.0,Beautiful Bastard,"Beautiful Bastard (Beautiful Bastard, #1)",eng,4.05,111668,119301,7381,3634,6573,20642,37561,50891,https://images.gr-assets.com/books/1362258921m/16102004.jpg
1162,1162,11084,1165,3,17314430,26138,1964,romance,23981243,42,,2940000000000.0,"J. Lynn, Jennifer L. Armentrout",2013.0,Wait for You,"Wait for You (Wait for You, #1)",eng,4.19,106236,115224,7550,1772,3824,16957,40784,51887,https://images.gr-assets.com/books/1363819713m/17314430.jpg
1181,1181,40,1184,4,46164,26138,197,romance,8272,406,068480154X,9780000000000.0,F. Scott Fitzgerald,1933.0,Tender Is the Night,Tender Is the Night,en-US,3.83,79008,86768,3615,1719,5896,22117,32814,24222,https://images.gr-assets.com/books/1438797669m/46164.jpg
1203,1203,70,1206,4,1428,26138,183,romance,3249453,25,61122092,9780000000000.0,"Paulo Coelho, Alan R. Clarke",1994.0,Na margem do rio Piedra eu sentei e chorei,By the River Piedra I Sat Down and Wept,eng,3.57,62106,70825,3055,3569,8464,20303,21049,17440,https://images.gr-assets.com/books/1466877798m/1428.jpg
1204,1204,580,1207,3,62111,1691,381,action,2441994,553,1402726023,9780000000000.0,"Johann David Wyss, Scott McKowen, Arthur Pober",1812.0,Der Schweizerische Robinson,The Swiss Family Robinson  ,eng,3.92,78355,84477,1785,1516,4885,20991,28531,28554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1206,1206,20764,1209,4,13486122,26138,1402,romance,19022487,50,1937044963,9780000000000.0,Jennifer Probst,2012.0,The Marriage Bargain,"The Marriage Bargain (Marriage to a Billionaire, #1)",eng,3.81,91630,97589,3917,2260,6830,25972,34389,28138,https://images.gr-assets.com/books/1329319988m/13486122.jpg
1208,1208,2035,1211,3,824204,1691,11,action,258562,90,448405202,9780000000000.0,"Watty Piper, Doris Hauman, George Hauman",1930.0,The Little Engine That Could,The Little Engine That Could,en-US,4.15,82102,83488,1033,1585,4152,15526,21390,40835,https://images.gr-assets.com/books/1352736875m/824204.jpg
