,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
1084,1084,1042,1087,4,19057,20939,767,mystery,2737065,79,375836675,9780000000000.0,Markus Zusak,2002.0,The Messenger,I Am the Messenger,en-US,4.09,93119,104510,11483,1448,4626,18714,38345,41377,https://images.gr-assets.com/books/1398483261m/19057.jpg
1089,1089,107,1092,3,17288661,20939,392,mystery,25046757,91,385537131,9780000000000.0,John Grisham,2013.0,Sycamore Row,Sycamore Row,eng,3.98,56315,83185,8733,709,3198,18054,36337,24887,https://images.gr-assets.com/books/1375888633m/17288661.jpg
1135,1135,180,1138,2,43933,20939,878,mystery,977015,119,440236703,9780000000000.0,Harlan Coben,2001.0,Tell No One,Tell No One,eng,4.11,78070,85209,3738,681,2559,15411,34596,31962,https://images.gr-assets.com/books/1421365049m/43933.jpg
1147,1147,1198,1150,3,15159,30358,414,suspense,2837,102,330419641,9780000000000.0,David Baldacci,1995.0,Absolute Power,Absolute Power,eng,4.15,72481,76197,1344,589,1787,13178,30957,29686,https://images.gr-assets.com/books/1328399707m/15159.jpg
1148,1148,203,1151,4,6858,20939,2060,mystery,1268422,51,312976275,9780000000000.0,Janet Evanovich,2000.0,Hot Six,"Hot Six (Stephanie Plum, #6)",eng,4.18,99329,103204,2085,261,1761,18757,40597,41828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1157,1157,404,1160,5,2052,30358,184,suspense,1222673,238,394758285,9780000000000.0,Raymond Chandler,1939.0,The Big Sleep,"The Big Sleep (Philip Marlowe, #1)",eng,4.04,84489,90652,3884,1521,4056,17190,34743,33142,https://images.gr-assets.com/books/1371584712m/2052.jpg
1170,1170,50648,1173,3,25074850,29076,158,suspense,27669153,111,385354282,9780000000000.0,"David Lagercrantz, Stieg Larsson, George Goulding",2015.0,Det som inte dödar oss,"The Girl in the Spider's Web (Millennium, #4)",eng,3.73,53751,81860,9763,1850,5662,22883,33656,17809,https://images.gr-assets.com/books/1427843648m/25074850.jpg
1173,1173,18,1176,3,21671,20939,1087,mystery,1234249,97,60584750,9780000000000.0,Dennis Lehane,2001.0,Mystic River,Mystic River,en-US,4.19,86103,91248,2836,943,2406,13458,36410,38031,https://images.gr-assets.com/books/1407109549m/21671.jpg
1178,1178,203,1181,3,6423,20939,2065,mystery,1874115,54,330371231,9780000000000.0,Janet Evanovich,1999.0,High Five,"High Five (Stephanie Plum, #5)",eng,4.17,92737,101162,2225,234,1715,18880,40111,40222,https://images.gr-assets.com/books/1270849101m/6423.jpg
1179,1179,6969,1182,5,13596166,20939,1064,mystery,19185026,82,1781162646,9780000000000.0,Stephen King,2013.0,Joyland,Joyland,eng,3.9,75018,82221,9627,1349,4135,19027,34328,23382,https://images.gr-assets.com/books/1348154483m/13596166.jpg
1192,1192,4209,1195,5,13602426,20939,305,mystery,19195697,43,62065246,9780000000000.0,Louise Erdrich,2012.0,The Round House,The Round House,eng,3.91,67928,76136,8100,1240,4085,16752,32262,21797,https://images.gr-assets.com/books/1352999408m/13602426.jpg
1205,1205,158,1208,3,133266,30358,153,suspense,1733095,122,450542882,9780000000000.0,Stephen King,1990.0,Four Past Midnight,Four Past Midnight ,en-GB,3.9,76376,81902,1039,671,3658,22268,31790,23515,https://images.gr-assets.com/books/1321023197m/133266.jpg
1223,1223,203,1226,4,6424,20939,1941,mystery,3207062,70,312980140,9780000000000.0,Janet Evanovich,2001.0,Seven Up,"Seven Up (Stephanie Plum, #7)",en-US,4.15,94506,98706,1833,243,1819,19146,38698,38800,https://images.gr-assets.com/books/1311720512m/6424.jpg
1229,1229,203,1232,4,6425,20939,1874,mystery,1616132,57,312983867,9780000000000.0,"Janet Evanovich, Lorelei King",2002.0,Hard Eight,"Hard Eight (Stephanie Plum, #8)",en-US,4.17,93057,97450,1871,252,1930,18305,37742,39221,https://images.gr-assets.com/books/1479699438m/6425.jpg
1244,1244,959,1247,5,228296,30358,208,suspense,883024,146,451194004,9780000000000.0,Ira Levin,1967.0,Rosemary's Baby,Rosemary's Baby,eng,3.96,78766,84575,2256,1458,4285,19367,30332,29133,https://images.gr-assets.com/books/1327878603m/228296.jpg
1257,1257,370,1260,4,7510,20939,450,mystery,22576,60,446612545,9780000000000.0,"James Patterson, Peter de Jonge",2002.0,The Beach House,The Beach House,eng,3.82,68676,70371,1628,1125,4351,20127,25271,19497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1264,1264,203,1267,4,40331,20939,1813,mystery,826485,45,747267634,9780000000000.0,Janet Evanovich,2003.0,To the Nines,"To the Nines (Stephanie Plum, #9)",eng,4.16,86963,93412,1786,247,1811,17809,36430,37115,https://images.gr-assets.com/books/1169433446m/40331.jpg
1276,1276,387,1279,4,13083,20939,212,mystery,817164,59,440421705,9780000000000.0,Carl Hiaasen,2002.0,Hoot,Hoot,eng,3.81,75275,82386,3953,1487,5482,23106,29621,22690,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1285,1285,361,1288,5,9014,30358,272,suspense,522169,109,451196716,9780000000000.0,"Richard Bachman, Stephen King",1979.0,The Long Walk,The Long Walk,eng,4.11,71775,79936,3980,813,3338,14937,28192,32656,https://images.gr-assets.com/books/1309212400m/9014.jpg
1290,1290,3549,1293,4,83369,20939,1089,mystery,80497,44,316057770,9780000000000.0,"Trenton Lee Stewart, Carson Ellis",2007.0,The Mysterious Benedict Society,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",en-US,4.14,87335,93495,8420,1236,3820,16158,32050,40231,https://images.gr-assets.com/books/1342715444m/83369.jpg
1293,1293,4,1296,3,15860,30358,584,suspense,1749610,97,61015733,9780000000000.0,Michael Crichton,2004.0,State of Fear,State of Fear,eng,3.69,65397,70300,2686,2603,6100,19559,24269,17769,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1298,1298,9,1301,2,1110,30358,375,suspense,3204998,104,385340540,9780000000000.0,John Grisham,2005.0,The Broker,The Broker,eng,3.77,65428,69823,2266,893,4463,21542,25960,16965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1302,1302,167,1305,4,297249,20939,380,mystery,945340,56,807508527,9780000000000.0,"Gertrude Chandler Warner, L. Kate Deal",1942.0,The Boxcar Children,"The Boxcar Children (The Boxcar Children, #1)",en-US,4.09,92916,95943,2391,2080,4487,18904,27979,42493,https://images.gr-assets.com/books/1173489650m/297249.jpg
1303,1303,5434,1306,3,16171291,30358,353,suspense,22018742,65,143123238,9780000000000.0,A.S.A. Harrison,2013.0,The Silent Wife,The Silent Wife,eng,3.3,60323,72169,7882,2753,10948,28278,22276,7914,https://images.gr-assets.com/books/1356094989m/16171291.jpg
1308,1308,9,1311,2,5191,20939,105,mystery,3131254,77,316601950,9780000000000.0,Anita Shreve,1998.0,The Pilot's Wife,The Pilot's Wife,eng,3.5,71777,76668,3878,1935,8327,27878,26648,11880,https://images.gr-assets.com/books/1435011220m/5191.jpg
1314,1314,286,1317,3,5171,20939,166,mystery,1737200,43,345439104,9780000000000.0,Christina Schwarz,2000.0,Drowning Ruth,Drowning Ruth,eng,3.73,67768,70953,2178,1081,4904,21822,27694,15452,https://images.gr-assets.com/books/1390180160m/5171.jpg
1322,1322,508,1325,4,1914973,20939,1443,mystery,6504351,56,670018864,9780000000000.0,Tana French,2008.0,The Likeness,"The Likeness (Dublin Murder Squad, #2)",eng,4.05,72480,80243,6945,915,2856,14814,34478,27180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1325,1325,13255,1328,5,18144124,20994,130,mystery,20434723,1,1439177724,9780000000000.0,Terry Hayes,2013.0,I Am Pilgrim,"I Am Pilgrim (Pilgrim, #1)",eng,4.23,49740,71990,7187,1949,2805,8408,22567,36261,https://images.gr-assets.com/books/1403345411m/18144124.jpg
1342,1342,44807,1345,5,25574782,20939,713,mystery,42937661,12,62430874,9780000000000.0,Karin Slaughter,2015.0,Pretty Girls,Pretty Girls,eng,3.95,60737,86626,8964,2344,4769,16789,33410,29314,https://images.gr-assets.com/books/1432205734m/25574782.jpg
1355,1355,2409,1358,2,220968,30358,616,suspense,213966,107,440241022,9780000000000.0,Lee Child,2005.0,One Shot,"One Shot (Jack Reacher, #9)",eng,4.2,63335,71439,2638,289,1204,10908,30708,28330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1376,1376,537,1379,3,13136,20939,1027,mystery,1835674,103,446696633,9780000000000.0,"James Patterson, Andrew Gross",2002.0,2nd Chance,"2nd Chance (Women's Murder Club, #2)",eng,4.01,68834,75300,2128,391,2580,17641,29784,24904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1385,1385,9,1388,2,5346,20939,326,mystery,1022242,101,385339682,9780000000000.0,John Grisham,2004.0,The Last Juror,The Last Juror,eng,3.85,63114,66955,1754,606,3118,19000,26907,17324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1387,1387,203,1390,4,11003,20939,1683,mystery,811763,48,312985347,9780000000000.0,Janet Evanovich,2005.0,Eleven on Top,"Eleven on Top (Stephanie Plum, #11)",en-US,4.15,84363,88853,1747,274,1975,17144,34202,35258,https://images.gr-assets.com/books/1166394806m/11003.jpg
1404,1404,9,1407,2,5356,20939,304,mystery,3137817,111,385339658,9780000000000.0,John Grisham,2003.0,The King of Torts,The King of Torts,eng,3.67,61835,65334,1711,1244,5632,21215,22824,14419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1407,1407,46,1410,5,16328,20939,3545,mystery,1073110,296,1579126278,9780000000000.0,Agatha Christie,1926.0,The Murder of Roger Ackroyd,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",eng,4.2,71354,84540,5165,366,2006,14337,31542,36289,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1421,1421,1544,1424,3,220969,30358,415,suspense,213967,98,515142247,9780000000000.0,Lee Child,1998.0,"Die Trying (Jack Reacher, #2)","Die Trying (Jack Reacher, #2)",en-US,4.0,62128,73664,3367,428,2354,15935,32853,22094,https://images.gr-assets.com/books/1377633008m/220969.jpg
1430,1430,33960,1433,2,28187230,20939,1555,mystery,48209164,37,1501132938,9780000000000.0,Ruth Ware,2016.0,The Woman in Cabin 10,The Woman in Cabin 10,eng,3.67,90541,109821,12391,2029,8795,33879,43732,21386,https://images.gr-assets.com/books/1465878007m/28187230.jpg
1458,1458,1725,1461,4,194373,20939,149,mystery,6328892,639,192123092,9780000000000.0,Arthur Conan Doyle,1894.0,The Memoirs of Sherlock Holmes,The Memoirs of Sherlock Holmes,eng,4.32,56918,65984,1399,398,1005,8433,23292,32856,https://images.gr-assets.com/books/1410716044m/194373.jpg
1464,1464,7349,1467,3,4912857,20939,742,mystery,3252824,178,385528701,9780000000000.0,"Carlos Ruiz Zafón, Lucia Graves",2008.0,El juego del ángel,"The Angel's Game (The Cemetery of Forgotten Books, #2)",eng,3.86,46225,74934,7130,1125,5123,18613,28668,21405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1482,1482,232,1485,4,21704,20939,730,mystery,434,93,446698873,9780000000000.0,James Ellroy,1987.0,The Black Dahlia,"The Black Dahlia (L.A. Quartet, #1)",en-US,3.75,61412,65404,1944,1999,4999,17641,23340,17425,https://images.gr-assets.com/books/1387048173m/21704.jpg
1505,1505,3538,1508,3,23346377,20939,862,mystery,42905101,58,1846558913,9780000000000.0,Ruth Ware,2015.0,"In a Dark, Dark Wood ","In a Dark, Dark Wood",eng,3.65,67344,84171,9107,1904,6968,26321,32390,16588,https://images.gr-assets.com/books/1429521615m/23346377.jpg
1531,1531,123,1534,3,15158,30358,457,suspense,2571396,90,446615625,9780000000000.0,David Baldacci,2005.0,The Camel Club,"The Camel Club (Camel Club, #1)",eng,4.02,58973,63140,2255,886,2571,12705,25005,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1547,1547,8753,1550,5,6574102,20939,743,mystery,6767235,42,1423116399,9780000000000.0,Ally Carter,2010.0,Heist Society,"Heist Society (Heist Society, #1)",en-US,3.91,75834,78149,4814,2617,5001,16839,25668,28024,https://images.gr-assets.com/books/1359254479m/6574102.jpg
1548,1548,49815,1551,1,29437949,30358,804,suspense,45981530,62,1250121000,9780000000000.0,B.A. Paris,2016.0,Behind Closed Doors,Behind Closed Doors,eng,3.93,57865,102851,12159,2944,6308,20514,37908,35177,https://images.gr-assets.com/books/1458854462m/29437949.jpg
1561,1561,10458,1565,3,12875355,20939,1944,mystery,17822238,79,307959856,9780000000000.0,P.D. James,2012.0,Death Comes to Pemberley,Death Comes to Pemberley,eng,3.21,65906,74781,8645,5576,13652,25738,19180,10635,https://images.gr-assets.com/books/1318936579m/12875355.jpg
1569,1569,203,1573,2,5360,20939,221,mystery,1125216,95,385337930,9780000000000.0,John Grisham,2001.0,A Painted House,A Painted House,eng,3.67,59974,64092,3334,2048,6355,18253,21725,15711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1588,1588,207,1592,3,7667,30358,583,suspense,997270,78,99556316,9780000000000.0,Michael Crichton,1996.0,Airframe,Airframe,eng,3.66,59229,63420,1482,1251,5523,20402,22606,13638,https://images.gr-assets.com/books/1405420599m/7667.jpg
1592,1592,39122,1596,3,20707959,20939,211,mystery,40030582,78,038553714X,9780000000000.0,John Grisham,2014.0,Gray Mountain,Gray Mountain,eng,3.52,37379,59387,7029,2111,6961,19259,19923,11133,https://images.gr-assets.com/books/1403704671m/20707959.jpg
1594,1594,404,1598,3,29999,20939,1925,mystery,980184,207,752865331,9780000000000.0,Dashiell Hammett,1930.0,The Maltese Falcon,The Maltese Falcon,eng,3.92,58742,67348,3576,1107,3626,15765,25802,21048,https://images.gr-assets.com/books/1306421260m/29999.jpg
1596,1596,606,1600,4,220970,30358,700,suspense,1383273,96,515128635,9780000000000.0,Lee Child,1999.0,Tripwire,"Tripwire  (Jack Reacher, #3)",eng,4.07,55251,67495,2692,348,1899,13129,29196,22923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1602,1602,203,1606,3,86663,20939,1683,mystery,3184483,43,312936222,9780000000000.0,Janet Evanovich,2004.0,Ten Big Ones,"Ten Big Ones (Stephanie Plum, #10)",en-US,4.13,76052,80895,1809,231,1800,16072,31940,30852,https://images.gr-assets.com/books/1171076278m/86663.jpg
1603,1603,406,1607,2,32506,20939,704,mystery,32671,115,446690457,9780000000000.0,Michael Connelly,1996.0,The Poet,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",eng,4.19,56191,60785,1912,463,1421,9481,24104,25316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1613,1613,606,1617,4,21745,30358,563,suspense,497415,82,1590860624,9780000000000.0,"Lee Child, Dick Hill",2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,63467,1787,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1619,1619,522,1623,3,106069,20939,115,mystery,680248,36,1563894696,9780000000000.0,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997.0,Batman: The Long Halloween,Batman: The Long Halloween,eng,4.29,54781,58640,1670,767,1573,7332,18937,30031,https://images.gr-assets.com/books/1350137101m/106069.jpg
1623,1623,203,1627,4,3507,20939,1650,mystery,3095104,49,312349486,9780000000000.0,Janet Evanovich,2006.0,Twelve Sharp,"Twelve Sharp (Stephanie Plum, #12)",eng,4.14,74747,79373,1971,245,1783,15590,31095,30660,https://images.gr-assets.com/books/1316727699m/3507.jpg
1627,1627,1725,1631,3,608474,20939,2368,mystery,21539872,846,140439072,9780000000000.0,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,The Sign of Four,The Sign of Four,eng,3.96,60469,72378,3132,446,2684,18124,29478,21646,https://images.gr-assets.com/books/1299346921m/608474.jpg
1690,1690,756,1694,4,40317,20939,1611,mystery,1943980,43,312349491,9780000000000.0,Janet Evanovich,2007.0,Lean Mean Thirteen,"Lean Mean Thirteen (Stephanie Plum, #13)",en-US,4.08,73839,77820,2214,309,2120,16987,30069,28335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1703,1703,322,1707,5,232576,20939,179,mystery,1429939,61,440416795,9780000000000.0,Louise Fitzhugh,1964.0,Harriet the Spy,Harriet the Spy (Harriet the Spy #1),eng,3.96,77575,79970,1980,2267,4538,17737,25117,30311,https://images.gr-assets.com/books/1320540825m/232576.jpg
1708,1708,7115,1712,4,338691,20939,966,mystery,898083,73,312948557,9780000000000.0,Louise Penny,2005.0,Still Life,"Still Life (Chief Inspector Armand Gamache, #1)",eng,3.91,59317,70558,7161,1717,3419,15647,28773,21002,https://images.gr-assets.com/books/1324373974m/338691.jpg
1728,1728,1297,1732,4,209194,20939,1223,mystery,995869,149,7151667,9780000000000.0,Agatha Christie,1924.0,The Man in the Brown Suit,The Man in the Brown Suit,eng,3.97,56053,58728,1072,1390,2894,13344,19619,21481,https://images.gr-assets.com/books/1390018729m/209194.jpg
1729,1729,4,1733,3,5352,20939,317,mystery,270452,100,385339593,9780000000000.0,John Grisham,2002.0,The Summons,The Summons,eng,3.68,53304,56634,1569,821,4168,19241,20480,11924,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1731,1731,788,1735,3,23220,20939,851,mystery,3239380,50,60525118,9780000000000.0,Meg Cabot,2005.0,"Size 12 Is Not Fat (Heather Wells, #1)","Size 12 Is Not Fat (Heather Wells, #1)",en-US,3.75,66089,67720,2367,1798,5185,19396,23130,18211,https://images.gr-assets.com/books/1259077761m/23220.jpg
1737,1737,46,1741,5,131359,20939,2878,mystery,3038762,61,553119222,9780000000000.0,Agatha Christie,1937.0,Death on the Nile,"Death on the Nile (Hercule Poirot, #17)",eng,4.06,64949,73537,2219,289,1871,15836,30392,25149,https://images.gr-assets.com/books/1486837149m/131359.jpg
1740,1740,7924,1744,5,465226,20939,771,mystery,1487876,140,184343217X,9780000000000.0,"Jo Nesbø, Don Bartlett",2000.0,"Rødstrupe (Harry Hole, #3) ","The Redbreast (Harry Hole, #3)",eng,3.94,49999,60598,3185,1041,2668,13058,26010,17821,https://images.gr-assets.com/books/1320540474m/465226.jpg
1742,1742,370,1746,3,13153,20939,223,mystery,15324,43,6498523,9780000000000.0,James Patterson,1995.0,Hide and Seek,Hide and Seek,en-US,4.1,53038,54463,455,544,1604,11044,19768,21503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1744,1744,203,1748,2,14756,20939,155,mystery,1440388,48,743470125,9780000000000.0,Jennifer Weiner,2005.0,Goodnight Nobody,Goodnight Nobody,en-US,3.64,51748,53145,1870,1088,4432,17806,18827,10992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1751,1751,74,1755,5,14554,30358,222,suspense,1742291,87,6479677,9780000000000.0,Sidney Sheldon,1985.0,If Tomorrow Comes,"If Tomorrow Comes (Tracy Whitney Series, #1)",eng,4.01,44722,48482,1599,456,2070,10848,18080,17028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1759,1759,537,1763,3,33668,20939,785,mystery,15334,76,446613363,9780000000000.0,"James Patterson, Maxine Paetro",2005.0,"4th of July (Women's Murder Club, #4)","4th of July (Women's Murder Club, #4)",eng,4.04,55637,60809,1695,281,1733,13606,24730,20459,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
